KP,Location,D_o,h,sigma_y,t_corr,f_tol,E,v,f_0
1626,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1627,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1628,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1629,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1630,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1631,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1632,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1633,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1634,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1635,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1636,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1637,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1638,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1639,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1640,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1641,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1642,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1643,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1644,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1645,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1646,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1647,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1648,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1649,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1650,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1651,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1652,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1653,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1654,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1655,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1656,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1657,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1658,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1659,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1660,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1661,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1662,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1663,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1664,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1665,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1666,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1667,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1668,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1669,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1670,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1671,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1672,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1673,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1674,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1675,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1676,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1677,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1678,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1679,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1680,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1681,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1682,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1683,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1684,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1685,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1686,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1687,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1688,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1689,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1690,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1691,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1692,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1693,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1694,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1695,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1696,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1697,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1698,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1699,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1700,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1701,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1702,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1703,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1704,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1705,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1706,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1707,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1708,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1709,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1710,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1711,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1712,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1713,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1714,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1715,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1716,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1717,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1718,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1719,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1720,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1721,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1722,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1723,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1724,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1725,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1726,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1727,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1728,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1729,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1730,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1731,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1732,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1733,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1734,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1735,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1736,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1737,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1738,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1739,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1740,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1741,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1742,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1743,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1744,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1745,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1746,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1747,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1748,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1749,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1750,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1751,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1752,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1753,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1754,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1755,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1756,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1757,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1758,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1759,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1760,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1761,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1762,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1763,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1764,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1765,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1766,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1767,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1768,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1769,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1770,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1771,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1772,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1773,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1774,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1775,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1776,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1777,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1778,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1779,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1780,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1781,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1782,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1783,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1784,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1785,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1786,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1787,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1788,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1789,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1790,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1791,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1792,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1793,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1794,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1795,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1796,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1797,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1798,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1799,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1800,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1801,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1802,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1803,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1804,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1805,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1806,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1807,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1808,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1809,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1810,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1811,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1812,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1813,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1814,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1815,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1816,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1817,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1818,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1819,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1820,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1821,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1822,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1823,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1824,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1825,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1826,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1827,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1828,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1829,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1830,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1831,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1832,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1833,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1834,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1835,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1836,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1837,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1838,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1839,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1840,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1841,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1842,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1843,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1844,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1845,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1846,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1847,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1848,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1849,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1850,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1851,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1852,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1853,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1854,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1855,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1856,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1857,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1858,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1859,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1860,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1861,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1862,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1863,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1864,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1865,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1866,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1867,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1868,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1869,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1870,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1871,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1872,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1873,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1874,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1875,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1876,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1877,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1878,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1879,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1880,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1881,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1882,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1883,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1884,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1885,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1886,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1887,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1888,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1889,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1890,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1891,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1892,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1893,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1894,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1895,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1896,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1897,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1898,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1899,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1900,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1901,seabed,0.2,116,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1902,seabed,0.2,141,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1903,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1904,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1905,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1906,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1907,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1908,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1909,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1910,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1911,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1912,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1913,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1914,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1915,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1916,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1917,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1918,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1919,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1920,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1921,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1922,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1923,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1924,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1925,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1926,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1927,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1928,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1929,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1930,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1931,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1932,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1933,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1934,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1935,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1936,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1937,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1938,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1939,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1940,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1941,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1942,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1943,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1944,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1945,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1946,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1947,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1948,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
1949,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
